Var_Name,Var_Text
UNIONSBD,STRONG TRADE UNIONS ARE BAD FOR US ECONOMY
EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
SUIREL1,R'S RELATIONSHIP TO CLOSEST SUICIDE
WHERE7,WHERE IS 7TH PERSON STAYING?
CONSENT,PARTICIPATION/RECORDING CONSENT
DENOM,16DENOMINATION IN WHICH R WAS RAISED
RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
MADEG,MOTHERS HIGHEST DEGREE
SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
CAPPUN,2DOES R FAVOR CAPITAL PUNISHMENT
IDU30,R INJECT DRUGS IN PAST 30 DAYS
SCIENTHE,SCIENTISTS HELP SOLVE PROB
USWAR,YEXPECT U.S. IN WORLD WAR IN 10 YEARS
WHATSAPP,USE WHATSAPP
INTWKENH,HOURS OF INTERNET USE ON WEEKENDS
SEXSEX,SEX OF SEX PARTNERS IN LAST YEAR
SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
HUCLEAN,HOW CLEAN WAS HOUSING OF R
HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
NATCRIME,HALTING RISING CRIME RATE
CLASS,SUBJECTIVE CLASS IDENTIFICATION
GENDER1,3GENDER OF 13TH PERSON (VISITOR)
RELATE3,RELATIONSHIP OF 3RD PERSON TO HOUSEHOLD HEAD
SNAPCHAT,USE SNAPCHAT
TAX,SERVEFAVOR CONSCRIPTION GIVEN TAXES?
RELHH13,RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
EXJOBSAT,SATISFACTION WITH PAST JOB
GENDER5,GENDER OF 5TH PERSON
INCOME,06TOTAL FAMILY INCOME
WORDD,WORD D
RELSP2,RELATIONSHIP OF PERSON 2 TO SPOUSE OF HOUSEHOL
ROWNGUN,DOES GUN BELONG TO R
NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
TRUST,DOCWOULD TRUST MY DOCTOR                   
PRFMWHY1,IMP OF LOW COST IN DECISION TO ATTEND PERFORMANCE
