Survey_Number,Var_Name,Var_Text
6,NATRACE,ZIMPROVING CONDITIONS OF BLACKS -- VER Z
6,NEWS,KILLI WOULD ACCEPT JOB THAT REQUIRES NEW SKILLS
6,RELATE1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
6,SOCFREND,SPEND EVENING WITH FRIENDS
6,TAX,POORTAXES ON LOW INCOME PEOPLE TOO HIGH
6,WORDC,WORD C
6,PRETEEN,HOUSEHOLD MEMBERS 6 THRU 12 YRS OLD
6,WHERE1,0WHERE IS 1OTH PERSON STAYING?
6,DISCPOL,HOW OFTEN R DISCUSS POLITICS  
6,GRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE RESPONDEN
6,COURTS,YCOURTS DEALING WITH CRIMINALS-VERSION Y
6,REALINC,FAMILY INCOME IN CONSTANT $
6,RACE,CEN2WHAT IS RS RACE 2ND MENTION
6,HELPHWRK,HELPED SOMEONE WITH HWORK DURING PAST 12 MONTHS
6,LEARNNEW,JOB REQUIRES R TO LEARN NEW THINGS
6,RELHHD8,RELATION OF 8TH PERSON TO HOUSEHOLD HEAD
6,GOODLIFE,STANDARD OF LIVING OF R WILL IMPROVE
6,MAIND10,MOTHERS INDUSTRY CODE (NAICS 2007)
6,SCIFROM,MAIN SOURCE OF INFORMATION ABOUT SCIENCE AND TECHNOLOGY
6,RELHHD7,RELATION OF 7TH PERSON TO HOUSEHOLD HEAD
6,SERVEPEO,HOW COMMITTED GOVT ADMNSTRATORS ARE TO SERVE PEOPLE  
6,RACE,THMNWHAT RACE/ETH IS OTHER REFERRING TO
6,NATFARE,YASSISTANCE TO THE POOR -- VERSION Y
6,NUMWOMEN,NUMBER OF FEMALE SEX PARTNERS SINCE 18
6,WWWMIN,OMINUTES PER WEEK USING OTHER COMPUTER WWW
6,AGE,WEDAGE WHEN FIRST MARRIED
6,RACE,THBLPOINTS ASSIGNED TO BLACK/AFRICAN AMERICAN
6,PHASE,SUBSAMPLING: TWO-PHASE DESIGN.
6,HSCHEM,R EVER TOOK A HIGH SCHOOL CHEMISTRY COURSE
6,CONINC,FAMILY INCOME IN CONSTANT DOLLARS
6,NATHEAL,IMPROVING & PROTECTING NATIONS HEALTH
6,EXTRAPAY,ELIGIBLE FOR PERFORMANCE BASED PAY
6,DIABETES,TOLD HAVE DIABETES
6,NATAIDY,ASSISTANCE TO OTHER COUNTRIES -- VER Y
6,JOBFIND,1HOW EASY FOR R TO FIND A SAME JOB
6,RELIG,5RELIGIOUS PREFERENCE OF PERSON #5
6,EVOLVED,1HUMANS DEVELOPED FROM EARLIER SPECIES: TRUE OR FALSE
6,FREETRDE,FREE TRADE LEADS TO BETTER PRODUCTS 
6,INTINTL,INTERESTED IN INTERNATIONAL ISSUES
6,RELIG,4RELIGIOUS PREFERENCE OF PERSON #4
6,RELIG16,RELIGION IN WHICH RAISED
6,PASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
6,ABNOMORE,MARRIED--WANTS NO MORE CHILDREN
6,MAJORCOL,THE FIELD OF DEGREE R EARNED
6,SEEKSCI,PROBABLE SOURCE OF INFORMATION ABOUT SCIENTIFIC ISSUES
6,NEWS,FROMMAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
6,SEXSEX,5SEX OF SEX PARTNERS LAST FIVE YEARS
6,WHYWKHME,USUAL REASON R WORK AT HOME
6,WKHAROTH,R THREATENED ON THE JOB LAST 12 MONTHS
6,GRPWORK,R BELONGS TO A TRADE UNION OR PROFESSIONAL ASSOCIATION
6,VOTEELEC,HOW IMPORTANT ALWAYS TO VOTE IN ELECTIONS  
6,PROUDSCI,HOW PROUD ITS SCIENTIFIC AND TECH ACHIEVEMENTS   
6,AWAY7,IS 7TH PERSON STAYING SOMEWHERE ELSE NOW?
6,RELIG,1RELIGIOUS PREFERENCE OF PERSON #1
6,VERSION,VERSION OF QUESTIONNAIRE
6,WKHARSEX,R SEXUALLY HARASSED ON THE JOB LAST 12 MONTHS
6,THNKSELF,TO THINK FOR ONES SELF
6,HYPERTEN,TOLD HAVE HYPERTENSION OR HIGH BLOOD PRESSURE
6,MAPRES10,MOTHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
6,ATTRALLY,ATTENDED A POLITICAL MEETING OR RALLY  
6,CITIZEN,ARE YOU A CITIZEN OF AMERICA?                  
6,ACQNTSEX,R HAD SEX WITH ACQUAINTANCE LAST YEAR
6,ELECFAIR,HOW FAIR LAST NATL ELECTION: OPPRTUNITIES OF CANDIDATE
6,EMAILHR,EMAIL HOURS PER WEEK
6,OTH16,OTHER PROTESTANT DENOMINATIONS
6,PAIND10,FATHERS INDUSTRY CODE (NAICS 2007)
6,RELATE1,3RELATION OF 13TH PERSON (VISITOR) TO HEAD
6,RPLACE,R'S RELATIONSHIP TO HOUSEHOLD HEAD
6,NATCRIMY,LAW ENFORCEMENT -- VERSION Y
6,SPEDUC,"HIGHEST YEAR SCHOOL COMPLETED, SPOUSE"
6,SPKLANG,1WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
6,VOEDNCOL,NON-COLLEGE POSTSECONDARY EDUCATION (VOEDNME2)
6,ODDS2,TEST OF KNOWLEDGE ABOUT PROBABLITY2
6,WHERE1,2WHERE IS 12TH PERSON (VISITOR) STAYING?
6,WORDF,WORD F
6,MAR12,MARITAL STATUS OF 12TH PERSON (VISITOR)
6,AWAY1,0IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
6,RELIG,RS RELIGIOUS PREFERENCE
6,MARTYPE,MARITAL TYPE
6,SPKATH,ALLOW ANTI-RELIGIONIST TO SPEAK
6,JOINDEM,TOOK PART IN A DEMONSTRATION  
6,LENTTO,LENT MONEY TO ANOTHER PERSON PAST 12 MONTHS
6,OLD7,AGE OF 7TH PERSON
6,SCINEWS1,NEWSPAPER PRINTED OR ONLINE
6,WRKTYPE,WORK ARRANGEMENT AT MAIN JOB
6,NATARMS,"MILITARY, ARMAMENTS, AND DEFENSE"
6,WRKSCHED,USUAL WORK SCHEDULE
6,OBEYLAWS,HOULD PEOPLE OBEY LAWS WITHOUT EXCEPTN?
6,GENDER1,4GENDER OF 14TH PERSON (VISITOR)
6,EDUC,30R USE EDUCATION SITE IN PAST 30 DAYS
6,BIGBANG,2UNIVERSE EXPANDING SINCE IT BEGAN: TRUE OR FALSE
6,RINCOME,RESPONDENTS INCOME
6,OLD1,0AGE OF 1OTH PERSON
6,TAX,SHARESHOULD RICH PAY BIGGER SHARE OF TAXES?
6,HOTCORE,SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT
6,NUMORG,NUMBER OF PEOPLE WORKING IN ORGANIZATION AT ALL LOCATIONS 
6,WORDJ,WORD J
6,DIVORCE,EVER BEEN DIVORCED OR SEPARATED
6,PHYEFFRT,RATE PHYSICAL EFFORT
6,PISTOL,PISTOL OR REVOLVER IN HOME
6,INTID,INTERVIEWER ID
6,RELSP4,RELATIONSHIP OF PERSON 4 TO SPOUSE OF HOUSEHOL
6,RACE,CEN1WHAT IS RS RACE 1ST MENTION
6,SPOCC10,SPOUSE CENSUS OCCUPATION CODE (2010)
6,TEENSEX,SEX BEFORE MARRIAGE -- TEENS 14-16
6,JOBINC,HIGH INCOME
6,GIVBLOOD,R DONATED BLOOD DURING THE PAST 12 MONTHS
6,ATTEND,MAFREQ OF R'S MOM'S RELIG SVC ATTENDANCE
6,WATCHGOV,HOW IMPORTANT TO KEEP WATCH ON ACTION OF GOVT  
6,GUNLAW,FAVOR OR OPPOSE GUN PERMITS
6,HUNT,FISHWENT HUNTING OR FISHING IN LST YR  
6,VOLMONTH,VOLUNTEER IN LAST MONTH
6,AGE,DSHOULD AGED LIVE WITH THEIR CHILDREN
6,ID,RESPONDENT ID NUMBER                                
6,CNTCTGOV,CONTACTED POLITICIAN OR CIVIL SERVANT TO EXPRESS VIEW
6,GENDER3,GENDER OF 3RD PERSON
6,ATTEND,12FREQ OF R'S RELIG SVC ATTENDANCE AT AGE 12
6,RELATE14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
6,NEWS,30R USE NEWS SITE IN PAST 30 DAYS
6,DEGREE,RS HIGHEST DEGREE
6,GENDER8,GENDER OF 8TH PERSON
6,MAR11,MARITAL STATUS OF 11TH PERSON (VISITOR)
6,WRKTIME,R HAS ENOUGH TIME TO GET THE JOB DONE
6,BORN,WAS R BORN IN THIS COUNTRY
6,TALKEDTO,TALKED WITH SOMEONE DEPRESSED PAST 12 MONTHS
6,YEARVAL,TOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
6,SECONDWK,R HAS JOB OTHER THAN MAIN
6,MATESEX,WAS 1 OF RS PARTNERS SPOUSE OR REGULAR
6,GRASS,SHOULD MARIJUANA BE MADE LEGAL
6,PATRIOT1,PATRIOTIC FEELINGS STRENGTHEN AMERICA'S PLACE IN WORLD
6,GRASS,YSHOULD MARIJUANA BE LEGAL-VERSION Y
6,FAIR,EARNHOW FAIR IS WHAT R EARN ON THE JOB
6,INDPERF,SIZE OF PERF BASED PAY DEPEND ON INDIVIDUAL
6,RACE,THNAPOINTS ASSIGNED TO NATIVE AMERICAN/AMERICAN INDIAN
6,RES16,1WHERE SPEND CHILDHOOD UNTIL AGE 16?  
6,STOCKOPS,R HOLD ANY STOCK OPTIONS OF RS COMPANY
6,LESSPRD,AGREE OFTEN LESS PROUD OF AMERICA 
6,FEAR,AFRAID TO WALK AT NIGHT IN NEIGHBORHOOD
6,MELTPOT1,BETTER TO MAINTAIN DISTINCT CULTURES
6,NATCITY,ZSOLVING PROBLEMS OF BIG CITIES -- VER Z
6,RELHH2,RELATIONSHIP OF PERSON 2 TO HEAD OF HOUSEHOLD
6,AWAY5,IS 5TH PERSON STAYING SOMEWHERE ELSE NOW?
6,SEX,ORNTSEXUAL ORIENTATION
6,USETECH,PERCENTAGE OF TIME USE TECH
6,SPPRES105PLUS,SPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,OLD11,AGE OF 11TH PERSON (VISITOR)
6,RELATE12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
6,TAX,MIDTAXES ON MIDDLE INCOME PEOPLE TOO HIGH
6,RELHHD9,RELATION OF 9TH PERSON TO HOUSEHOLD HEAD
6,WHERE13,WHERE IS 13TH PERSON (VISITOR) STAYING?
6,PASEI10,INCPERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
6,POLESCAP,CITIZEN ATTEMPTING TO ESCAPE CUSTODY
6,HELPUSA,HOW IMPORTANT TO HELP WORSE OFF PPL IN AMERICA  
6,ABDEFECT,STRONG CHANCE OF SERIOUS DEFECT
6,AMCITIZN,AGREE I WOULD RATHER BE A CITIZEN OF AMERICA     
6,COLSCI,NMNUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
6,NATARMS,YNATIONAL DEFENSE -- VERSION Y
6,CORRUPTN,HOW WIDESPREAD CORRUPTION IS IN PUB SERVICE IN AMERICA
6,PARCIT,WERE YOUR PARENTS CITIZENS OF AMERICA?   
6,FAIREARN,HOW FAIR IS WHAT R EARN ON THE JOB
6,VOEDNME2,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
6,GIVCHRTY,R HAS GIVEN MONEY TO A CHARITY
6,AMANCSTR,HOW IMPORTANT TO HAVE AMERICAN ANCESTRY 
6,CHNGTME,HOW OFTEN R ALLOWED CHANGE SCHEDULE
6,HANDMOVE,R PERFORM FORCEFUL HAND MOVEMENTS
6,AWAY2,IS 2ND PERSON STAYING SOMEWHERE ELSE NOW?
6,COOP,RS ATTITUDE TOWARD INTERVIEW
6,INDUS10,RS INDUSTRY CODE (NAICS 2007)
6,CLSETOWN,HOW CLOSE DO YOU FEEL TO YOUR TOWN OR CITY  
6,RELHHD6,RELATION OF 6TH PERSON TO HOUSEHOLD HEAD
6,SEX,PROMOSEX MAKES YOUR PROMOTION DIFFERENT
6,AGE,AGE OF RESPONDENT
6,HRS2,NUMBER OF HOURS USUALLY WORK A WEEK
6,EXTRAYR,YEAR OF THE MOST RECENT PERF BASED PAYMENTS
6,INTMED,INTERESTED IN MEDICAL DISCOVERIES
6,EFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE RESPONDENT ATTENDED
6,PAPRES105PLUS,FATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,LAIDOFF,R WAS LAID OFF MAIN JOB LAST YEAR
6,MOBILE16,GEOGRAPHIC MOBILITY SINCE AGE 16
6,SIZE,SIZE OF PLACE IN 1000S
6,FRINGEOK,FRINGE BENEFITS ARE GOOD
6,COMPUSE,R USE COMPUTER
6,HIVTEST1,IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
6,CONLABOR,CONFIDENCE IN ORGANIZED LABOR
6,CONLEGIS,CONFIDENCE IN CONGRESS
6,NATSCI,SUPPORTING SCIENTIFIC RESEARCH        
6,HEALTH,30R USE HEALTH SITE IN PAST 30 DAYS
6,IF12WHO,WHO WOULD R HAVE VOTED FOR IN 2012 ELECTION
6,PREMARSX,SEX BEFORE MARRIAGE
6,STRESS,FLSITUATION CAUSED BY STRESSFUL CIRCUMSTANCES
6,WHERE4,WHERE IS 4TH PERSON STAYING?
6,CONCLERG,CONFIDENCE IN ORGANIZED RELIGION
6,DATEINTV,DATE OF INTERVIEW
6,VOTE12,DID R VOTE IN 2012 ELECTION
6,AGE,3AGE OF PERSON #3
6,BALNEG,SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS
6,HELPNOT,SHOULD GOVT DO MORE OR LESS?
6,ID,ECIDEMY JOB ALLOWS ME MAKE PART DECISIONS
6,POLACTVE,POL PARTY ENCOURAGE PPL TO BE ACTIVE IN POLITICS IN AM
6,SPWRKSTA,SPOUSE LABOR FORCE STATUS
6,ATTEND,HOW OFTEN R ATTENDS RELIGIOUS SERVICES
6,RACE,THOTPOINTS ASSIGNED TO OTHER
6,RELHH1,2RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
6,SOCBAR,SPEND EVENING AT BAR
6,BACKPAIN,R HAD BACK PAIN IN THE PAST 12 MONTHS
6,HAPCOHAB,HAPPINESS OF RELT WITH PARTNER
6,GENDER9,GENDER OF 9TH PERSON
6,GENDER1,GENDER OF 1ST PERSON
6,AWAY6,IS 6TH PERSON STAYING SOMEWHERE ELSE NOW?
6,INTLBLKS,UNINTELLIGENT - INTELLIGENT
6,OLD1,1AGE OF 11TH PERSON (VISITOR)
6,FORM,WTWEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
6,AGE,KDBRNR'S AGE WHEN 1ST CHILD BORN
6,BIBLE,YFEELINGS ABOUT THE BIBLE -- VERSION Z
6,CRIMLOSE,PEOPLE CONVICTED OF SERIOUS CRIMES LOSE CITIZEN RIGHTS
6,DENOM,SPECIFIC DENOMINATION
6,EDUC,1EDUCATION LEVEL OF PERSON #1
6,FEAR,HOMEDOES R FEEL SAFE AND SECURE AT HOME
6,MAR13,MARITAL STATUS OF 13TH PERSON (VISITOR)
6,RACE,2RACE OF PERSON NUMBER 2
6,CONRINC,RESPONDENT INCOME IN CONSTANT DOLLARS
6,RACE,4RACE OF PERSON NUMBER 4
6,CHILDS,NUMBER OF CHILDREN
6,OLD14,AGE OF 14TH PERSON (VISITOR)
6,SATJOB,1JOB SATISFACTION IN GENERAL
6,MAR6,MARITAL STATUS OF 6TH PERSON
6,HEIGHT,R IS HOW TALL
6,CLOSEWHT,HOW CLOSE FEEL TO WHITES  
6,NEXTGEN,SCIENCE & TECH. GIVE MORE OPPORTUNITIES TO NEXT GENERATION
6,VETYEARS,YEARS IN ARMED FORCES
6,WWWMIN,WMINUTES PER WEEK USING WORK COMPUTER WWW
6,INCOME,91TOTAL FAMILY INCOME
6,DISCAFF,WA WOMAN WON'T GET A JOB OR PROMOTION             
6,RES16,TYPE OF PLACE LIVED IN WHEN 16 YRS OLD
6,RELHH3,RELATIONSHIP OF PERSON 3 TO HEAD OF HOUSEHOLD
6,CLASS,ICLLIKE OR DISLIKE CLASSICAL MUSIC  
6,NATCITY,YASSISTANCE TO BIG CITIES -- VERSION Y
6,RANK,RS SELF RANKING OF SOCIAL POSITION
6,HOMPOP,NUMBER OF PERSONS IN HOUSEHOLD
6,LNGTHINV,HOW LONG WAS INTERVIEW
6,SEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
6,CLSESTAT,HOW CLOSE DO YOU FEEL TO YOUR STATE  
6,TEENS,EXSEX BEFORE MARRIAGE -- TEENS 14-16
6,AMGOVT,HOW IMPORTANT TO RESPECT AMERICA'S LAWS ETC  
6,WKCONTCT,HOW OFTEN CONTACTED ABOUT WORK WHEN NOT WORKING
6,PRAYER,BIBLE PRAYER IN PUBLIC SCHOOLS
6,AGED,PARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
6,WKSUP,DOES R OR SPOUSE SUPERVISE ANYONE
6,TRUST,CRTWOULD TRUST THE COURTS                  
6,GRPSPRTS,"R BELONGS TO A SPORTS, LEISURE, OR CULTURAL GRP  "
6,CONDOM,USED CONDOM LAST TIME  
6,RACLIVE,ANY OPP. RACE IN NEIGHBORHOOD
6,OVERSAMP,WEIGHTS FOR BLACK OVERSAMPLES
6,UNION,SOKHOW GOOD UNION FOR THE COUNTRY
6,POLVIEWS,THINK OF SELF AS LIBERAL OR CONSERVATIVE
6,MOREDAYS,DAYS PER MONTH R WORK EXTRA HOURS
6,DIRECTNS,R HAS GIVEN DIRECTIONS TO A STRANGER
6,IMMASSIM,WHAT STATEMENT ABOUT IMMIGRANTS MATCHES VIEW
6,RELHHD12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
6,WHERE6,WHERE IS 6TH PERSON STAYING?
6,BALPOS,SCI RESEARCH IS STRONGLY IN FAVOR OF BENEFITS
6,HSBIO,R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE
6,MAR2,MARITAL STATUS OF 2ND PERSON
6,OLD9,AGE OF 9TH PERSON
6,AWAY1,1IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,RETCHNGE,R RETURNED MONEY AFTER GETTING TOO MUCH CHANGE
6,DISCAFFW,A WOMAN WON'T GET A JOB OR PROMOTION             
6,NATFARE,ZCARING FOR THE POOR -- VERSION Z
6,RACDIF2,DIFFERENCES DUE TO INBORN DISABILITY
6,GOD,LVDIRFEEL GODS LOVE FOR R DIRECTLY
6,RELPERSN,R CONSIDER SELF A RELIGIOUS PERSON    
6,INTSCI,INTERESTED IN NEW SCIENTIFIC DISCOVERIES
6,JOBSECOK,THE JOB SECURITY IS GOOD
6,NATAID,FOREIGN AID
6,POLMURDR,CITIZEN QUESTIONED AS MURDER SUSPECT
6,SELFFRST,PEOPLE NEED NOT OVERLY WORRY ABOUT OTHERS
6,HELPWRLD,HOW IMPORTANT TO HELP WORSE OFF PPL IN REST OF WORLD  
6,USEDUP,HOW OFTEN DURING PAST MONTH R FELT USED UP
6,WKSUP,1DOES R OR SPOUSE OR PARTNER SUPERVISE ANYONE
6,FEJOBAFF,FOR OR AGAINST PREFERENTIAL HIRING OF WOMEN      
6,CSHUTYP10,"DURING APRIL-JUNE 2010, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
6,OLD8,AGE OF 8TH PERSON
6,SPFUND,HOW FUNDAMENTALIST IS SPOUSE CURRENTLY
6,WWWHR,HHOURS PER WEEK USE COMPUTER WWW
6,XMARSEX,1IS EXTRAMARITAL SEX WRONG?
6,AWAY14,IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,INTSPACE,INTERESTED IN SPACE EXPLORATION
6,RELSP13,RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
6,SPSECTOR,TYPE OF COLLEGE SPOUSE ATTENDED
6,PARTNERS,HOW MANY SEX PARTNERS R HAD IN LAST YEAR
6,SEX,5SEX OF PERSON NUMBER 5
6,SPHRS2,NO. OF HRS SPOUSE USUALLY WORKS A WEEK
6,SPDEN,16DENOMINATION IN WHICH SPOUSE RAISED
6,RELATSEX,RELATION TO LAST SEX PARTNER
6,ID,OLSCATHOLICS ARE IDOLS
6,OWNGUN,HAVE GUN IN HOME
6,EMPTRAIN,RECEIVED FORMAL TRAINING FROM EMPLOYER
6,UNION,1DOES R OR SPOUSE OR PARTNER BELONG TO UNION
6,MAISCO88,"R'S MOTHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
6,OBEY,TO OBEY
6,DWELOWN,DOES R OWN OR RENT HOME?
6,NATEDUC,ZIMPROVING THE EDUCATION SYSTEM -- VER Z
6,FAMVSWK,HOW OFTEN FAM LIFE INTERFERE JOB
6,WKFREEDM,A LOT OF FREEDOM TO DECIDE HOW TO DO JOB
6,NATHEAL,ZIMPROVING HEALTH -- VERSION Z
6,EDUC,5EDUCATION LEVEL OF PERSON #5
6,BARATE,RATE OF BA DEGREE EARNING IN COLLEGE RESPONDENT ATTENDED
6,BEFAIR,HOW OFTEN DO YOU THINK PEOPLE TAKE ADVANTAGE  
6,CLOSEBLK,HOW CLOSE FEEL TO BLACKS  
6,RELIG,30R USE RELIGION SITE IN PAST 30 DAYS
6,FAMGEN,NUMBER OF FAMILY GENERATIONS IN HOUSEHOLD
6,BOYORGRL,SCI KNOWLEDGE: FATHER GENE DECIDES SEX OF BABY
6,LIBMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY
6,LIFE,IS LIFE EXCITING OR DULL
6,OVERWORK,R HAS TOO MUCH WORK TO DO WELL
6,WKSUP,SDOES SUBORDINATE SUPERVISE ANYONE
6,GOD,LOVEFEEL GODS LOVE DIRECTLY OR THRU OTHERS        
6,TAX,SPENDCHOICE BETWEEN REDUCING TAXES OR SPENDING MORE          
6,PRAY,FREQHOW OFTEN DOES R PRAY
6,SPKLANG,HOW WELL DOES R SPEAK OTHER LANGUAGE
6,OTHER,4PERSON #4 IS OTHER TYPE OF ACQUAINTANCE
6,WORDA,WORD A
6,AGE,4AGE OF PERSON #4
6,UNRELAT,NUMBER IN HOUSEHOLD NOT RELATED
6,MASEI10,INCPERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
6,AMBETTER,AGREE AMERICA IS A BETTER COUNTRY  
6,INCOME,82TOTAL FAMILY INCOME
6,PROUDSPT,HOW PROUD ITS ACHIEVEMENTS IN SPORTS             
6,POLNEWS,HOW OFTEN USE MEDIA TO GET POLITICAL NEWS
6,UNEMP,EVER UNEMPLOYED IN LAST TEN YRS
6,OLD1,2AGE OF 12TH PERSON (VISITOR)
6,WHERE2,WHERE IS 2ND PERSON STAYING?
6,WHERE14,WHERE IS 14TH PERSON (VISITOR) STAYING?
6,WRKGOVT,GOVT OR PRIVATE EMPLOYEE
6,RACE,5RACE OF PERSON NUMBER 5
6,SPPRES10,5PLUSSPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,FAIR,JEWSJEWS COMMITTED TO FAIR AND EQUAL TREATMENT OF A
6,GENDER2,GENDER OF 2ND PERSON
6,CHOICES,POLITICAL PARTIES DON'T GIVE REAL POLICY CHOICES  
6,RELHHD5,RELATION OF 5TH PERSON TO HOUSEHOLD HEAD
6,SPOTHER,OTHER PROTESTANT DENOMINATIONS
6,RELHHD1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
6,HEFINFO,NUMBER OF HEF INFORMANT
6,MAOCC10,MOTHERS CENSUS OCCUPATION CODE (2010)
6,ABRAPE,PREGNANT AS RESULT OF RAPE
6,FEPOL,YMEN OR WOMEN BETTER SUITED FOR POLITICS
6,INTERPOL,JOINED AN INTERNET POLITICAL FORUM  
6,SPKLANG,2WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
6,WHERE3,WHERE IS 3RD PERSON STAYING?
6,STRESS,HOW OFTEN DOES R FIND WORK STRESSFUL
6,PADEG,FATHERS HIGHEST DEGREE
6,POLOPTS,HOW IMPORTANT: PPL GIVEN CHANCE TO PARTICIPATE IN DECSNS
6,INTECON,INTERESTED IN ECONOMIC ISSUES
6,WHERE11,WHERE IS 11TH PERSON (VISITOR) STAYING?
6,LEFTRGHT,HOW LEFT OR RIGHT IN POLITICS
6,WRKSLF,STR 1ST JOB: SELF-EMPLOYED OR NO?
6,MAR1,4MARITAL STATUS OF 14TH PERSON (VISITOR)
6,AGEKDBRN,R'S AGE WHEN 1ST CHILD BORN
6,INCOME,72TOTAL FAMILY INCOME
6,MARBLK,CLOSE RELATIVE MARRY BLACK
6,RELACTIV,1HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
6,HEALTH1,2R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
6,YEAR,LYWHAT IS YOUR YEARLY WAGE BEFORE TAX           
6,SATJOB,7JOB SATISFACTION IN GENERAL
6,NATRACEY,ASSISTANCE TO BLACKS -- VERSION Y
6,OCC10,RS CENSUS OCCUPATION CODE (2010)
6,AWAY12,IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,PASEI10INC,PERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
6,TALKSPVS,COMFORTABLE TALKING WITH SUPERVISOR ABOUT PERSONAL
6,VOEDNME1,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
6,SPANINT,"IF NO SPANISH, R COULD HAVE BEEN INTERVIEWED IN ENGLISH"
6,RELIG,16RELIGION IN WHICH RAISED
6,AGE,WEDCRRS AGE AT CURRENT MARRIAGE
6,VSTRAT,VARIANCE STRATUM
6,SEX,2SEX OF PERSON NUMBER 2
6,SPHRS1,NUMBER OF HRS SPOUSE WORKED LAST WEEK
6,NEWS,12PAST 12 MONTHS R WEB TO LEARN NEWS
6,LIBATH,ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY
6,INCOME,98TOTAL FAMILY INCOME
6,INCOM16,RS FAMILY INCOME WHEN 16 YRS OLD
6,MODE,INTERVIEW DONE IN-PERSON OR OVER THE PHONE
6,HUNT,1DOES R OR SPOUSE OR PARTNER HUNT
6,AWAY9,IS 9TH PERSON STAYING SOMEWHERE ELSE NOW?
6,EFFCTSUP,SUPERVISOR EFFECTIVE SOLVE WORK/PERSONAL CONFLICTS
6,PROUDART,HOW PROUD ITS ACHIEVEMENTS IN THE ARTS & LIT.    
6,RELSP10,RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
6,SUPRVSJB,DOES R SUPERVISE OTHERS AT WORK
6,TAX,RS FEDERAL INCOME TAX
6,ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
6,CONPRESS,CONFIDENCE IN PRESS
6,WEBMOB,R USES HOME INTERNET THROUGH MOBILE DEVICE
6,KNOWWHAT,R KNOWS WHAT'S EXPECTED ON JOB
6,RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
6,STRESS,12STRESS MANAGEMENT PROGRAM LAST 12 MONTHS
6,UNION,DOES R OR SPOUSE BELONG TO UNION
6,AMFEEL,HOW IMPORTANT TO FEEL AMERICAN  
6,SEI10INC,PERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
6,MAJOR1,COLLEGE MAJOR 1
6,ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
6,HHTYPE1,HOUSEHOLD TYPE (CONDENSED)
6,RIFLE,S50SHOULD HIGH POWER RIFLE SALE BE LIMITED TO MILITARY
6,HIVKISS,KISS CAN SPREAD HIV
